"sim_idx","window","informative"
4387,"late_090d",FALSE
4618,"late_090d",TRUE
15684,"late_090d",FALSE
14326,"late_090d",FALSE
10462,"late_090d",FALSE
8086,"late_090d",FALSE
13185,"late_090d",FALSE
3974,"late_090d",FALSE
7286,"late_090d",FALSE
