"day","window","regime","win_len","mean_mae","sd_mae"
1,"early_180d","early",180,0,0
2,"early_180d","early",180,0,0
3,"early_180d","early",180,0.222222222222222,0.440958551844098
4,"early_180d","early",180,0.555555555555556,1.13038833052088
5,"early_180d","early",180,0.222222222222222,0.440958551844098
6,"early_180d","early",180,4.88888888888889,5.96750459665605
7,"early_180d","early",180,3.88888888888889,3.72305131728145
8,"early_180d","early",180,4.88888888888889,7.2014659001561
9,"early_180d","early",180,10,11.7260393995586
10,"early_180d","early",180,10,7.5
11,"early_180d","early",180,9.66666666666667,9.19238815542512
12,"early_180d","early",180,7.88888888888889,7.27056470372908
13,"early_180d","early",180,6.77777777777778,5.309844107358
14,"early_180d","early",180,6.77777777777778,5.93249057685256
15,"early_180d","early",180,5.55555555555556,5.57025832235613
16,"early_180d","early",180,11.4444444444444,10.8063767182982
17,"early_180d","early",180,11.8888888888889,8.63777234656663
18,"early_180d","early",180,8.77777777777778,7.32764931232687
19,"early_180d","early",180,10.6666666666667,7.10633520177595
20,"early_180d","early",180,9.88888888888889,8.68107776207028
21,"early_180d","early",180,10.1111111111111,8.37323779138698
22,"early_180d","early",180,10.6666666666667,9.26012958872607
23,"early_180d","early",180,15.7777777777778,9.89668855953568
24,"early_180d","early",180,10.7777777777778,10.3293002882308
25,"early_180d","early",180,13.2222222222222,13.6086165514517
26,"early_180d","early",180,13.1111111111111,12.7027993415275
27,"early_180d","early",180,9.44444444444444,7.68295371441074
28,"early_180d","early",180,10.8888888888889,7.78531380941778
29,"early_180d","early",180,10.7777777777778,11.2113533725614
30,"early_180d","early",180,19.1111111111111,16.3129124043229
31,"early_180d","early",180,5,4.69041575982343
32,"early_180d","early",180,8.55555555555556,6.78437747901587
33,"early_180d","early",180,12.8888888888889,7.78531380941778
34,"early_180d","early",180,10.8888888888889,6.17341972581738
35,"early_180d","early",180,11.2222222222222,9.62779540935745
36,"early_180d","early",180,10.8888888888889,7.37299878686489
37,"early_180d","early",180,12.2222222222222,9.7182531580755
38,"early_180d","early",180,10.4444444444444,5.3877432917482
39,"early_180d","early",180,16,14.6030818665102
40,"early_180d","early",180,11.3333333333333,10.770329614269
41,"early_180d","early",180,7.22222222222222,5.0194067821252
42,"early_180d","early",180,11.8888888888889,10.1173668071841
43,"early_180d","early",180,9.88888888888889,11.1853078237083
44,"early_180d","early",180,12.4444444444444,13.0873136196004
45,"early_180d","early",180,13.5555555555556,12.1769363050719
46,"early_180d","early",180,10.3333333333333,6.98212002188447
47,"early_180d","early",180,12.6666666666667,11.8215904175369
48,"early_180d","early",180,8.77777777777778,8.80025252162939
49,"early_180d","early",180,6.77777777777778,7.49629538134967
50,"early_180d","early",180,9.11111111111111,8.92250587621612
51,"early_180d","early",180,9.66666666666667,7.59934207678533
52,"early_180d","early",180,7.22222222222222,7.17247826378334
53,"early_180d","early",180,7.55555555555556,7.5018516232846
54,"early_180d","early",180,15,9.9373034571759
55,"early_180d","early",180,9.33333333333333,7.28010988928052
56,"early_180d","early",180,9.44444444444444,5.19882465349407
57,"early_180d","early",180,5.88888888888889,6.84551759263762
58,"early_180d","early",180,4.44444444444444,5.2704627669473
59,"early_180d","early",180,6.33333333333333,4.58257569495584
60,"early_180d","early",180,5.33333333333333,5.47722557505166
61,"early_180d","early",180,9.88888888888889,8.50653343678323
62,"early_180d","early",180,4.77777777777778,3.70060055186242
63,"early_180d","early",180,5.66666666666667,5.70087712549569
64,"early_180d","early",180,5.44444444444444,5.72518801243922
65,"early_180d","early",180,6.88888888888889,5.13430726691645
66,"early_180d","early",180,7.44444444444444,5.2704627669473
67,"early_180d","early",180,9.33333333333333,10.3682206766639
68,"early_180d","early",180,6.22222222222222,3.56292638773866
69,"early_180d","early",180,6.88888888888889,3.21886798597133
70,"early_180d","early",180,4.44444444444444,4.15665463777998
71,"early_180d","early",180,5.77777777777778,4.40958551844098
72,"early_180d","early",180,3.88888888888889,4.04488703317053
73,"early_180d","early",180,6.88888888888889,7.25335171566298
74,"early_180d","early",180,3.22222222222222,2.63523138347365
75,"early_180d","early",180,5,3.3166247903554
76,"early_180d","early",180,7.33333333333333,5.74456264653803
77,"early_180d","early",180,4.55555555555556,6.12599198316304
78,"early_180d","early",180,7.22222222222222,6.13958015213129
79,"early_180d","early",180,4.11111111111111,3.9510898637099
80,"early_180d","early",180,4.66666666666667,3.16227766016838
81,"early_180d","early",180,7.44444444444444,7.92324288266981
82,"early_180d","early",180,7.44444444444444,5.3877432917482
83,"early_180d","early",180,5.22222222222222,3.03223423311004
84,"early_180d","early",180,5.22222222222222,3.83333333333333
85,"early_180d","early",180,4.11111111111111,4.16666666666667
86,"early_180d","early",180,8,5.5
87,"early_180d","early",180,2.66666666666667,2.12132034355964
88,"early_180d","early",180,4,3.16227766016838
89,"early_180d","early",180,5.11111111111111,3.29561998888086
90,"early_180d","early",180,4.11111111111111,3.25747004761534
91,"early_180d","early",180,5.33333333333333,7.41619848709566
92,"early_180d","early",180,6.22222222222222,4.68448977418507
93,"early_180d","early",180,5.66666666666667,5.24404424085076
94,"early_180d","early",180,2.33333333333333,1.87082869338697
95,"early_180d","early",180,6,5.59016994374947
96,"early_180d","early",180,2,1.4142135623731
97,"early_180d","early",180,2.55555555555556,2.69773567603977
98,"early_180d","early",180,4.22222222222222,4.32370725702428
99,"early_180d","early",180,7.22222222222222,5.69600249687835
100,"early_180d","early",180,4.66666666666667,3.5
101,"early_180d","early",180,3.66666666666667,2.91547594742265
102,"early_180d","early",180,2.88888888888889,3.05959329178097
103,"early_180d","early",180,3.33333333333333,2.73861278752583
104,"early_180d","early",180,2.77777777777778,1.85592145427667
105,"early_180d","early",180,3,2.06155281280883
106,"early_180d","early",180,1.88888888888889,1.36422546197874
107,"early_180d","early",180,4.55555555555556,8.53098926137982
108,"early_180d","early",180,2.22222222222222,2.81858908754796
109,"early_180d","early",180,2.33333333333333,1.93649167310371
110,"early_180d","early",180,3.22222222222222,3.45607355888795
111,"early_180d","early",180,1.22222222222222,0.97182531580755
112,"early_180d","early",180,2.22222222222222,2.10818510677892
113,"early_180d","early",180,2,1.93649167310371
114,"early_180d","early",180,3.11111111111111,3.8873012632302
115,"early_180d","early",180,3.66666666666667,4.5
116,"early_180d","early",180,5.44444444444444,10.4774890970011
117,"early_180d","early",180,2.22222222222222,2.22361067735439
118,"early_180d","early",180,3.88888888888889,5.13430726691645
119,"early_180d","early",180,2,2.39791576165636
120,"early_180d","early",180,3,3.3166247903554
121,"early_180d","early",180,1.55555555555556,1.66666666666667
122,"early_180d","early",180,3,3.24037034920393
123,"early_180d","early",180,3.33333333333333,5.31507290636732
124,"early_180d","early",180,1.77777777777778,2.4381231397213
125,"early_180d","early",180,1.11111111111111,1.16666666666667
126,"early_180d","early",180,1.44444444444444,1.58989866902824
127,"early_180d","early",180,1.55555555555556,1.9436506316151
128,"early_180d","early",180,2.22222222222222,3.1135902820449
129,"early_180d","early",180,2.55555555555556,4.09606857581484
130,"early_180d","early",180,2.88888888888889,2.02758751009941
131,"early_180d","early",180,1.66666666666667,2.23606797749979
132,"early_180d","early",180,2.11111111111111,3.78960566696736
133,"early_180d","early",180,1.66666666666667,1.6583123951777
134,"early_180d","early",180,2.11111111111111,3.21886798597133
135,"early_180d","early",180,1.77777777777778,1.98606254796883
136,"early_180d","early",180,0.888888888888889,1.05409255338946
137,"early_180d","early",180,1.66666666666667,2.23606797749979
138,"early_180d","early",180,1.88888888888889,1.61589328580544
139,"early_180d","early",180,1.66666666666667,3.20156211871642
140,"early_180d","early",180,2.44444444444444,5.15051238012081
141,"early_180d","early",180,1.55555555555556,2.35112266327765
142,"early_180d","early",180,1.55555555555556,1.23603308118261
143,"early_180d","early",180,1.44444444444444,1.0137937550497
144,"early_180d","early",180,2.22222222222222,4.17665469538056
145,"early_180d","early",180,1.66666666666667,2.39791576165636
146,"early_180d","early",180,0.444444444444444,0.52704627669473
147,"early_180d","early",180,1.11111111111111,1.36422546197874
148,"early_180d","early",180,0.666666666666667,1.11803398874989
149,"early_180d","early",180,0.666666666666667,0.866025403784439
150,"early_180d","early",180,2.11111111111111,2.20479275922049
151,"early_180d","early",180,0.555555555555556,1.33333333333333
152,"early_180d","early",180,1.66666666666667,2.82842712474619
153,"early_180d","early",180,1.88888888888889,3.85501116874013
154,"early_180d","early",180,1.44444444444444,2.55495161945932
155,"early_180d","early",180,1.11111111111111,1.26929551764398
156,"early_180d","early",180,1,0.866025403784439
157,"early_180d","early",180,1.11111111111111,1.36422546197874
158,"early_180d","early",180,0.888888888888889,1.36422546197874
159,"early_180d","early",180,0.333333333333333,0.5
160,"early_180d","early",180,0.555555555555556,0.52704627669473
161,"early_180d","early",180,0.666666666666667,1
162,"early_180d","early",180,0.777777777777778,1.98606254796883
163,"early_180d","early",180,0.333333333333333,0.5
164,"early_180d","early",180,1,1.5
165,"early_180d","early",180,0.444444444444444,0.52704627669473
166,"early_180d","early",180,1.33333333333333,1.87082869338697
167,"early_180d","early",180,0.888888888888889,1.96497102042527
168,"early_180d","early",180,1.33333333333333,2.54950975679639
169,"early_180d","early",180,1.22222222222222,2.27913238852956
170,"early_180d","early",180,1.22222222222222,1.7873008824606
171,"early_180d","early",180,1,1.58113883008419
172,"early_180d","early",180,0.777777777777778,1.092906420717
173,"early_180d","early",180,0.555555555555556,0.726483157256779
174,"early_180d","early",180,1.11111111111111,2.31540733157497
175,"early_180d","early",180,1.11111111111111,1.90029237516523
176,"early_180d","early",180,0.777777777777778,0.97182531580755
177,"early_180d","early",180,0.888888888888889,1.36422546197874
178,"early_180d","early",180,0.555555555555556,0.726483157256779
179,"early_180d","early",180,1.22222222222222,2.58736244937667
180,"early_180d","early",180,1,1.6583123951777
181,"early_180d","early",180,0.444444444444444,0.726483157256779
182,"early_180d","early",180,0.444444444444444,0.52704627669473
183,"early_180d","early",180,0.555555555555556,0.726483157256779
184,"early_180d","early",180,1.22222222222222,2.94863433549236
185,"early_180d","early",180,0.777777777777778,1.64147630029935
186,"early_180d","early",180,0.333333333333333,0.5
187,"early_180d","early",180,0.666666666666667,1.3228756555323
188,"early_180d","early",180,0.777777777777778,1.64147630029935
189,"early_180d","early",180,0.555555555555556,1.0137937550497
190,"early_180d","early",180,1,1.3228756555323
191,"early_180d","early",180,0.888888888888889,1.69148192751537
192,"early_180d","early",180,0.555555555555556,0.726483157256779
193,"early_180d","early",180,0.444444444444444,0.881917103688197
194,"early_180d","early",180,0.555555555555556,0.726483157256779
195,"early_180d","early",180,0.888888888888889,1.61589328580544
196,"early_180d","early",180,0.666666666666667,1.3228756555323
197,"early_180d","early",180,0.555555555555556,1.33333333333333
198,"early_180d","early",180,0.555555555555556,1.33333333333333
199,"early_180d","early",180,0.555555555555556,1.33333333333333
200,"early_180d","early",180,0.222222222222222,0.440958551844098
201,"early_180d","early",180,0.333333333333333,0.707106781186548
202,"early_180d","early",180,0.666666666666667,1.3228756555323
203,"early_180d","early",180,0.333333333333333,0.707106781186548
204,"early_180d","early",180,0.333333333333333,0.5
205,"early_180d","early",180,0.555555555555556,1.13038833052088
206,"early_180d","early",180,0.666666666666667,1.3228756555323
207,"early_180d","early",180,0.777777777777778,1.39443337755679
208,"early_180d","early",180,0.222222222222222,0.440958551844098
209,"early_180d","early",180,0.222222222222222,0.666666666666667
210,"early_180d","early",180,0.444444444444444,0.52704627669473
211,"early_180d","early",180,0.222222222222222,0.666666666666667
212,"early_180d","early",180,0.555555555555556,1.33333333333333
213,"early_180d","early",180,0.444444444444444,1.0137937550497
214,"early_180d","early",180,0.333333333333333,1
