"sim_idx","window","informative"
4387,"early_180d",TRUE
4618,"early_180d",TRUE
15684,"early_180d",TRUE
14326,"early_180d",TRUE
10462,"early_180d",TRUE
8086,"early_180d",TRUE
13185,"early_180d",TRUE
3974,"early_180d",TRUE
7286,"early_180d",TRUE
