"sim_idx","method","converged","calibrated","n","prevalence","incub","true_beta","pred_beta","err_beta_pct","true_R0","pred_R0","err_R0_pct","mae","rmse","smape","pearson_r","peak_day_true","peak_day_pred","peak_day_err","peak_size_true","peak_size_pred","rel_peak_err","dieout_pred","time_sec","cpu_sec","n_evals","n_model_runs","opt_status","opt_value"
15910,"DE",TRUE,"beta",7275,0.12920962,4.034189,1.0400176,0.946538304985364,8.98824163406017,4.82882880875088,4.39480200690791,8.98824164084119,1.29395604395604,6.68132545907696,4.28035339157291,0.996071935902308,11,12,1,485,455,6.18556699755553,0,35.576,35.4499999999999,410,1231,0,27.2738095238095
9889,"DE",TRUE,"beta",5069,0.36180705,7.524135,0.107562855,0.103802198514446,3.49624082643728,1.34956020134663,1.30237632617114,3.49624085635079,1.53296703296703,3.90688319043918,23.7583003632279,0.990709499121744,2,2,0,241,209,13.2780082436597,0,75.6180000000001,75.3629999999999,630,1891,0,17.4587912087912
15132,"DE",TRUE,"beta",5831,0.22929172,10.271505,0.4713066,0.435591374238967,7.57791757748642,2.96640568998115,2.74161391130355,7.57791759101037,1.93956043956044,4.98459164286843,19.0092648306298,0.990273412766745,18,16,2,151,151,0,0,44.1070000000001,43.952,450,1351,0,18.9175824175824
17812,"DE",TRUE,"beta",7254,0.06148332,17.991247,0.43315738,0.426143152383174,1.61932542870036,2.39994749736808,2.36108453717802,1.61932543176405,3.55769230769231,6.77037015885484,31.138883254264,0.964689160396717,57,61,4,91,97,6.59340652095158,0,174.067,173.504,950,2851,0,36.014652014652
8969,"DE",TRUE,"beta",9766,0.18287937,13.413405,0.47746503,2.45934254366114,415.083280446801,4.19021392718498,21.5830913903107,415.083281217089,17.1208791208791,48.1497207094247,40.5676397472827,0.805167102118258,27,12,15,245,450,83.6734690462307,0,129.038,128.575,800,2401,0,2302.46794871795
10462,"DE",TRUE,"beta",6792,0.093786806,14.211906,0.7175569,0.689209259121543,3.95057741608387,4.70504309149865,4.51916672144985,3.95057742074982,1.96703296703297,4.84200939126051,17.1098371429277,0.992975284572216,26,33,7,173,165,4.62427742991747,0,49.8910000000001,49.721,400,1201,0,27.3809523809524
16785,"DE",TRUE,"beta",6495,0.29499614,18.027054,0.2553808,0.255036070164704,0.134986590200272,1.46780874680919,1.46582740182345,0.134986590636883,2.4478021978022,5.30420732858505,36.3012193711777,0.976553173246767,5,7,2,113,98,13.2743361657138,0,92.479,92.181,570,1711,0,25.0494505494506
5893,"DE",TRUE,"beta",7787,0.13702324,17.347488,0.08349915,0.0852462408864767,2.09234568921145,1.09151955186326,1.11435791442709,2.09234571235284,2.93131868131868,4.75585238081796,57.6710390869414,0.933052297666333,2,4,2,65,65,0,0,153.927,153.457,490,1471,0,18.4798534798535
5456,"DE",TRUE,"beta",5711,0.022062685,15.735102,0.5735806,0.559438300304375,2.4656168062463,3.54528259657961,3.45786951289702,2.46561680984948,2.86263736263736,5.96371814105379,25.3115416650998,0.97620237870079,55,68,13,114,109,4.38596487380733,0,42.277,42.146,350,1051,0,23.4358974358974
8300,"DE",TRUE,"beta",5992,0.09979973,7.8903127,0.37359357,0.360412684733314,3.52813492785891,4.38441197826947,4.22972400746886,3.52813493649799,1.98351648351648,5.1017127053052,19.8579191242981,0.99129099955257,30,22,8,171,165,3.50877190930543,0,36.028,35.9100000000001,340,1021,0,23.5824175824176
12397,"DE",TRUE,"beta",6684,0.1521544,10.671254,0.26609057,0.26987049965688,1.42054250275545,1.20653774377426,1.22367712530078,1.42054250691665,2.04945054945055,4.29093089108738,36.7147894823685,0.977069606511123,2,2,0,102,87,14.7058822087659,0,68.6600000000001,68.4379999999999,410,1231,0,18.6987179487179
2189,"DE",TRUE,"beta",7092,0.13465877,18.068726,0.5173759,0.532513387949508,2.9258200701365,2.99184640507474,3.07938244783127,2.92582007481368,2.77747252747253,5.52839821405684,27.6552705898891,0.985678024950947,39,38,1,119,123,3.36134450956853,0,66.4359999999999,66.201,450,1351,0,27.1684981684982
7917,"DE",TRUE,"beta",9237,0.05889358,19.850245,0.9128125,0.924552794273473,1.2861671220115,4.05901255644209,4.11121824147856,1.28616712310364,2.93406593406593,6.20040764345821,27.7183676904013,0.990940086881723,42,38,4,178,182,2.24719099861129,0,162,161.396,820,2461,0,47.6794871794872
14143,"DE",TRUE,"beta",7335,0.10715746,11.11958,0.4406342,3.53666994591763,702.631738274358,2.84758707375945,22.8556376743988,702.631739622204,18.9807692307692,54.4821525369083,51.8987999716488,0.59920867219332,28,11,17,153,430,181.045750450681,0,61.975,61.736,540,1621,0,2825.33608058608
2602,"DE",TRUE,"beta",9578,0.18573815,17.049786,0.42873877,0.438857294781389,2.36006759029252,2.74695760470043,2.81178766099925,2.36006759493804,3.23351648351648,6.7202743926188,26.9551909079655,0.988500019591982,30,31,1,156,159,1.92307691074951,0,147.017,146.473,670,2011,0,37.231684981685
16670,"DE",TRUE,"beta",9978,0.13349369,14.56853,0.94133013,0.969851927641573,3.02994631769338,4.78579477391466,4.93080178659329,3.02994632027907,3.01373626373626,7.53690553575836,20.5628120962389,0.993071482447029,24,20,4,278,278,0,0,76.916,76.621,410,1231,0,48.3717948717949
9948,"DE",TRUE,"beta",7504,0.088752665,4.7024307,0.279304,0.288822241359685,3.40784282559756,1.90128982253385,1.96608279157687,3.40784283600637,2.54945054945055,7.05512050036888,15.3003537935041,0.98456013045983,30,21,9,142,165,16.1971829845269,0,53.435,53.177,380,1141,0,26.4505494505495
10275,"DE",TRUE,"beta",9290,0.052314315,10.231801,0.52773356,0.545255323475514,3.32019124239733,4.19055264768595,4.32968700996611,3.32019124789644,3.1043956043956,8.3435834397089,16.6506443642851,0.989612835075318,29,40,11,260,255,1.92307691568047,0,79.05,78.55,430,1291,0,38.5860805860806
13770,"DE",TRUE,"beta",5349,0.110487945,4.723052,0.2922022,0.2857960106663,2.19238229957759,1.68809360495221,1.65108413943028,2.19238230578182,1.63736263736264,4.34184849478288,16.7862248815597,0.98399134190701,3,21,18,99,97,2.02020199979594,0,23.728,23.607,250,751,0,17.4532967032967
14892,"DE",TRUE,"beta",6067,0.061150488,12.3588915,0.6258667,0.640765404137465,2.38049158289783,2.50864987132615,2.56836807045286,2.38049158575241,2.17307692307692,4.81783545397085,21.4018681567347,0.987106375869237,43,39,4,113,119,5.30973446628554,0,40.892,40.695,350,1051,0,23.1959706959707
11693,"DE",TRUE,"beta",7845,0.22307202,12.827721,0.9022234,0.864379173594188,4.19455163364929,4.12279336087549,3.94986066441323,4.19455163728101,2.11538461538462,5.7807942722071,17.7936300319108,0.993858583046449,19,18,1,230,226,1.73913042722117,0,153.275,152.639,1210,3631,0,29.5155677655678
9123,"DE",TRUE,"beta",9808,0.05159054,7.7272024,0.25117287,0.251119482484817,0.0212552872334159,1.36158517559299,1.36129576675184,0.0212552873024382,2.78571428571429,5.1526158938398,35.4153637257574,0.971029206586675,31,52,21,76,82,7.89473673822715,0,133.479,133.038,460,1381,0,26.2142857142857
4983,"DE",TRUE,"beta",8813,0.19584705,8.322074,0.11775813,0.113410921794712,3.69164164577966,1.14597797772159,1.10367257708529,3.69164167390763,2.4478021978022,5.62348880799334,27.9886814878413,0.981889387676495,3,2,1,168,200,19.0476189342404,0,67.165,66.928,290,871,0,17.0750915750916
10180,"DE",TRUE,"beta",8173,0.11366695,15.95204,0.32387462,0.332183237851347,2.56538095689402,3.28968098868399,3.37407383857083,2.5653809640351,3.07142857142857,6.37603686892149,25.9321391908285,0.985989960776234,39,41,2,129,134,3.87596896220179,0,89.1999999999999,88.832,470,1411,0,31.989010989011
15363,"DE",TRUE,"beta",8383,0.03936538,7.0434966,0.24626696,0.257091390229933,4.39540496458761,1.40969691342573,1.47165880179568,4.39540497931776,2.5989010989011,5.05084042620523,30.8900636203173,0.967933669962249,53,48,5,67,70,4.47761187346848,0,144.881,144.452,610,1831,0,24.0247252747253
12614,"DE",TRUE,"beta",8981,0.107783094,14.790461,0.19498791,0.19274519525163,1.15018143271991,1.36713639244043,1.35141184341398,1.15018143777734,3.13461538461538,5.72036078167518,40.4895532111643,0.956407217726062,38,31,7,70,69,1.42857140816327,0,326.396,325.309,1030,3091,0,27.1813186813187
7228,"DE",TRUE,"beta",7419,0.016309476,10.195501,0.47004554,0.457719585889899,2.62228933900278,4.17307117763561,4.06364117680267,2.62228934395318,2.79120879120879,6.91431068926558,18.3211108705065,0.987493845879126,45,52,7,191,197,3.14136124009759,0,52.923,52.7449999999999,350,1051,0,35.4157509157509
7883,"DE",TRUE,"beta",9287,0.078389145,20.133896,0.5311095,0.520829377220513,1.9355938389599,2.96681621513976,2.90939070315813,1.93559384195191,3.49725274725275,6.28643227667576,33.2193175594633,0.985393142738378,49,45,4,127,132,3.93700784301569,0,67.7529999999999,67.5039999999998,300,901,0,35.9029304029304
13484,"DE",TRUE,"beta",5474,0.29831934,20.221107,0.5618357,0.536427934345703,4.52227681670538,4.0243161264042,3.84232541086497,4.52227682363075,2.31043956043956,5.39764906089821,26.7054731686072,0.982991290858565,21,19,2,113,122,7.9646016994283,0,73.2139999999999,72.9479999999999,690,2071,0,21.0512820512821
19050,"DE",TRUE,"beta",7203,0.030403998,11.041164,0.49732,0.490764457946379,1.31817381976172,2.41913515869433,2.38724675230365,1.31817382186739,3.1456043956044,6.53876857714773,24.1801841651713,0.978152077945843,52,57,5,116,122,5.17241374851367,0,115.814,115.406,770,2311,0,26.4624542124542
19034,"DE",TRUE,"beta",7897,0.040141825,16.563438,0.1555613,0.153546578891179,1.29513002004368,2.05957164551197,2.03289751467517,1.29513002774038,4.32417582417582,6.14522060334178,54.6804628811924,0.93948902959546,81,87,6,57,63,10.5263156048015,0,130.203,129.752,460,1381,0,31.8324175824176
17913,"DE",TRUE,"beta",9483,0.05536223,19.699429,0.24455753,0.258690518125642,5.7790034385169,2.61428560738712,2.76536526314844,5.77900345993681,3.8489010989011,6.65578324087034,39.1391162188688,0.976427613468918,74,56,18,105,112,6.6666666031746,0,114.375,113.903,410,1231,0,40.5494505494505
2503,"DE",TRUE,"beta",9806,0.12176219,5.703516,0.4068655,0.3991945085907,1.88538752743745,4.29314120715134,4.21219885809749,1.88538753163222,2.18406593406593,6.91450935066542,15.3886590495907,0.995492618244336,22,20,2,333,338,1.50150149699249,0,80.6079999999999,80.2049999999999,490,1471,0,41.8186813186813
19391,"DE",TRUE,"beta",8584,0.02865797,20.679243,0.46522304,1.17782377025257,153.173997728236,2.41858961098767,6.12324001474045,153.173997994153,22.3983516483516,40.553688467902,107.456049221804,0.515451630099451,72,39,33,105,204,94.2857133877551,0,128.063,127.603,710,2131,0,1560.41025641026
4630,"DE",TRUE,"beta",8472,0.0681067,8.661433,0.9417226,0.985300176088523,4.62743232903706,4.27341678177736,4.4711662517018,4.627432332868,2.24175824175824,6.79487525053475,9.50007283067239,0.994695452148904,22,25,3,311,312,0.321543407326227,0,58.981,58.745,440,1321,0,35.4313186813187
1510,"DE",TRUE,"beta",9495,0.15218537,20.872927,0.30731535,0.324956611924955,5.74044279517787,4.06744918027059,4.30093877444672,5.74044281244588,3.7967032967033,7.7841766805107,31.6631746601943,0.98277583478743,45,46,1,150,164,9.33333327111111,0,219.185,218.358,850,2551,0,41.231684981685
6285,"DE",TRUE,"beta",9522,0.20300357,6.8085623,0.42322478,0.417096447477476,1.44800890629428,3.20612276019189,3.15969781696789,1.44800890926402,2.36813186813187,7.31662265208252,11.3109718793545,0.994074648672448,21,15,6,301,287,4.65116277524531,0,77.138,76.846,490,1471,0,46.720695970696
15442,"DE",TRUE,"beta",9065,0.017209046,17.282114,0.871957,0.907024467101157,4.02169683378192,4.33356390488074,4.50784670743312,4.02169683746614,3.3021978021978,6.95748470401433,24.1123514166,0.989663389044985,49,50,1,207,197,4.83091785105837,0,53.742,53.538,280,841,0,52.3589743589744
18530,"DE",TRUE,"beta",7318,0.024733534,16.174406,0.17233105,0.162568141191065,5.66520586527105,1.7069032340434,1.61020365135275,5.66520589482602,3.83791208791209,5.47145439410886,45.1599627332188,0.863515420821057,136,101,35,50,43,13.99999972,0,152.109,151.636,520,1561,0,28.0384615384615
14835,"DE",TRUE,"beta",5445,0.18953168,10.773064,0.27282357,0.26221868211281,3.88708638638489,1.79092559681805,1.72131077149869,3.88708639846207,2.27197802197802,5.16247023246613,23.1798082875266,0.975571133919196,4,15,11,93,85,8.60215044513817,0,69.9979999999999,69.766,600,1801,0,21.6840659340659
13301,"DE",TRUE,"beta",7288,0.19319429,20.765226,0.34806073,0.358319075081344,2.94728596698371,1.46125249807488,1.50431978801658,2.94728597343449,2.89285714285714,5.18053202749603,49.1886491675446,0.968514553520656,4,3,1,73,74,1.36986299493338,0,77.2439999999999,76.9970000000001,360,1081,0,20.0375457875458
12754,"DE",TRUE,"beta",6583,0.15661553,20.816507,0.25984192,0.253322905723293,2.5088385475363,1.91518979579322,1.86714077575296,2.50883855588157,2.98076923076923,4.91661234215968,44.4038335044755,0.966811205305848,30,41,11,63,66,4.76190468631897,0,63.799,63.595,350,1051,0,23.217032967033
18743,"DE",TRUE,"beta",5621,0.14054438,3.8066258,0.36125734,0.352226596735875,2.49980892820804,3.75009929126899,3.65635397410969,2.49980893446119,1.75274725274725,6.03924891625833,11.9755283499887,0.990654445646573,18,14,4,216,202,6.48148145147462,0,36.962,36.8339999999999,440,1321,0,25.1813186813187
19894,"DE",TRUE,"beta",8737,0.082064785,18.485983,0.3515882,0.341592222262822,2.84309248966463,3.88063104975476,3.77030111951378,2.84309249701842,3.16758241758242,6.42860195352948,33.0919017997309,0.986010752667025,48,55,7,147,142,3.40136052107918,0,148.358,147.838,660,1981,0,37.4331501831502
1901,"DE",TRUE,"beta",9473,0.16130054,9.838357,0.5483974,0.51548238891195,6.00203630214697,2.3571824967796,2.21570354735705,6.00203631054537,2.54945054945055,6.67247915110853,19.3134769410051,0.991616376099689,25,23,2,207,210,1.44927535531751,0,84.3399999999999,84.0429999999998,500,1501,0,32.5815018315018
