"sim_idx","method","converged","calibrated","n","prevalence","incub","true_beta","pred_beta","err_beta_pct","true_R0","pred_R0","err_R0_pct","mae","rmse","smape","pearson_r","peak_day_true","peak_day_pred","peak_day_err","peak_size_true","peak_size_pred","rel_peak_err","dieout_pred","time_sec","cpu_sec","n_evals","n_model_runs","opt_status","opt_value"
3525,"DE",TRUE,"beta",6227,0.1833949,11.606041,0.39506066,0.394400927196299,0.166995317132088,2.23687470408427,2.23313922806888,0.166995317480133,2.40384615384615,5.85563502435573,27.0452132326981,0.981648109766237,20,19,1,115,119,3.47826083931947,0,37.5169999999999,37.369,300,901,0,23.3379120879121
7879,"DE",TRUE,"beta",5588,0.18020758,19.273281,0.22949857,0.221369100286672,3.54227465465464,1.33509957345194,1.28780667944107,3.5422746674363,2.53021978021978,4.38247007474597,47.0756058942572,0.951156420734503,3,2,1,53,53,0,0,73.0359999999999,72.784,420,1261,0,17.8836996336996
16441,"DE",TRUE,"beta",6790,0.2611193,7.6740437,0.6085969,0.608454799473132,0.0233488745399431,2.54140961175532,2.54081622121255,0.0233488745691267,1.73351648351648,5.52740425536235,13.5924691127069,0.993579687973257,11,13,2,219,222,1.36986300744355,0,57.1679999999999,56.9259999999999,550,1651,0,21.5787545787546
16296,"DE",TRUE,"beta",8680,0.062903225,6.156307,0.15764776,0.155034465151966,1.65767964699107,1.50899828992122,1.48398393223708,1.65767965640762,3.01098901098901,5.11354589774568,49.4139328180624,0.973127629686873,3,51,48,76,68,10.5263156509695,0,114.773,114.369,430,1291,0,26.6593406593407
12566,"DE",TRUE,"beta",7201,0.05832523,8.849627,0.21987411,0.224640723770988,2.16788313517634,2.18217433793084,2.22948132759814,2.16788314404255,3.37912087912088,7.33986555555525,26.1432938480028,0.964685252369383,49,44,5,102,108,5.88235288350634,0,57.1579999999999,56.944,320,961,0,31.4871794871795
5252,"DE",TRUE,"beta",6373,0.27538052,19.963245,0.2691622,0.810717889604957,201.200498284288,1.09740682066441,3.30539482025017,201.200498848453,7.54120879120879,17.5728468113435,55.3927008421003,0.933452299384563,5,20,15,94,129,37.2340421570847,0,118.889,118.376,980,2941,0,290.978937728938
19393,"DE",TRUE,"beta",9579,0.031422906,13.178154,0.15623654,0.153973786345791,1.44828709066765,1.34473641820783,1.32526077413476,1.44828709886049,4.3543956043956,5.95934025406641,48.3925860437872,0.824436191963013,125,41,84,40,32,19.9999995,0,88.0529999999999,87.75,240,721,0,25.6730769230769
16796,"DE",TRUE,"beta",8831,0.06647039,20.1529,0.267366,0.274671223109642,2.73229321690828,3.42482300482534,3.51839921182729,2.73229322632979,3.67857142857143,6.66527000021936,35.3711431138221,0.980831286640479,61,65,4,123,119,3.25203249388591,0,126.738,126.191,500,1501,0,36.0952380952381
8094,"DE",TRUE,"beta",7643,0.05534476,12.126341,0.13486674,0.122783801257963,8.95916862263122,1.07105608825963,0.975098366557994,8.95916868069621,2.65659340659341,3.81257318430929,66.6950023148545,0.855253499124376,2,2,0,30,39,29.999999,0,243.246,242.231,770,2311,0,13.4899267399267
322,"DE",TRUE,"beta",5883,0.03535611,13.114808,0.6448979,0.573314465081983,11.099964010895,3.70976923653057,3.2979861857499,11.0999640251149,2.96153846153846,6.3236865030622,21.6882021436023,0.9799083786804,47,46,1,137,124,9.48905102562737,0,25.599,25.503,230,691,0,25.4395604395604
9923,"DE",TRUE,"beta",7924,0.09704695,9.533424,0.17138982,0.165250087972611,3.58232011187449,1.27978329308696,1.2339373585228,3.58232012997692,2.73076923076923,4.85956629910372,40.270372716606,0.963954437335463,2,3,1,75,64,14.6666664711111,0,113.438,113.076,450,1351,0,23.8397435897436
7459,"DE",TRUE,"beta",5471,0.030890148,13.0361805,0.32341215,0.339708525738323,5.0388878982851,1.96897339611407,2.06818775859809,5.03888791130635,2.98626373626374,5.599008938991,29.1298993876109,0.949209880304365,76,60,16,64,67,4.68749992675781,0,48.492,48.3390000000001,350,1051,0,19.9349816849817
19024,"DE",TRUE,"beta",7292,0.15277016,12.522949,0.77110666,0.696007971430542,9.73907921792135,3.51579275358103,3.17338691172779,9.73907922778125,2.34615384615385,5.97246428790744,19.3268382991122,0.990682033455073,25,30,5,184,176,4.34782606332703,0,101.579,101.206,810,2431,0,29.7747252747253
17553,"DE",TRUE,"beta",9441,0.10020125,19.807846,0.78594595,0.788055708083486,0.268435517836987,4.3020662723601,4.3136145462507,0.268435518116124,3.26923076923077,7.16217168858045,25.7102392091015,0.988774997043493,38,36,2,202,182,9.9009900499951,0,184.548,183.858,890,2671,0,38.6373626373626
9119,"DE",TRUE,"beta",8648,0.16339038,12.158752,0.2592331,0.262502723109532,1.26126759928413,2.22480958722436,2.25287038980203,1.2612676035826,2.89010989010989,6.05877802933819,29.628373601209,0.986765619354729,31,29,2,138,141,2.17391302772527,0,61.937,61.7249999999999,310,931,0,33.4276556776557
16421,"DE",TRUE,"beta",6554,0.11168752,20.832047,0.9568296,0.899319601882901,6.0104743892741,4.49150321004864,4.2215425596331,6.01047439421757,2.69505494505495,6.02444653424329,30.8968372861126,0.983557502397515,35,33,2,132,131,0.757575751836547,0,53.215,53.027,400,1201,0,27.3113553113553
16060,"DE",TRUE,"beta",6916,0.10005784,13.408645,0.28923443,0.283857656761785,1.85896721203823,1.38644958626692,1.36067594295767,1.85896721712462,2.64285714285714,4.86013159501665,43.3978325560511,0.956817211353778,20,25,5,60,65,8.33333319444445,0,104.51,104.16,500,1501,0,20.8406593406593
10120,"DE",TRUE,"beta",7876,0.14029965,20.822979,0.68858665,0.69536999503258,0.985111317904377,4.6361257476874,4.68179674720647,0.985111319122519,2.89010989010989,6.16575084774624,26.541403878517,0.988437046185534,35,36,1,162,155,4.32098762764822,0,86.3199999999999,86.02,510,1531,0,35.0860805860806
19055,"DE",TRUE,"beta",6940,0.12752162,16.70288,0.45927727,0.492240049363295,7.17709789807891,4.8072596457943,5.15228137753902,7.17709791221289,2.70054945054945,6.02490253443577,22.2987856829385,0.987532244057798,31,33,2,160,151,5.62499996484375,0,113.881,113.471,750,2251,0,36.3324175824176
3649,"DE",TRUE,"beta",9852,0.048010558,5.3341126,1.001591,0.961836599458443,3.96912517203782,4.14897076349453,3.98429292037576,3.96912517504399,1.91758241758242,6.82191040240647,6.99093593618553,0.99694643002908,19,19,0,488,495,1.4344262265688,0,102.78,102.394,750,2251,0,41.5018315018315
3941,"DE",TRUE,"beta",8602,0.14938386,11.177471,0.38998368,0.389403906676304,0.148666047309687,1.86597624570251,1.86320217256718,0.148666047611227,2.76098901098901,6.34558772033635,23.4917879060964,0.985134077048623,29,24,5,133,147,10.5263157103285,0,64.527,64.29,370,1111,0,29.6858974358974
17880,"DE",TRUE,"beta",6904,0.025057938,17.678532,0.24482584,0.250147942915618,2.17383217959324,2.5810831318876,2.6371915478198,2.17383218763012,3.94230769230769,6.58899348647691,40.8152313729989,0.954891671637541,89,97,8,80,74,7.49999990625,0,80.9730000000002,80.6860000000001,390,1171,0,36.6520146520146
16675,"DE",TRUE,"beta",8083,0.18767785,10.562332,0.7344563,0.713363144253248,2.8719415597678,4.43880282383885,4.3113230006113,2.87194156303109,2.57142857142857,7.756953633375,15.4725205626251,0.990869486821724,18,20,2,267,271,1.49812733521301,0,74.2760000000001,74.0059999999999,560,1681,0,32.0091575091575
