"sim_idx","method","converged","true_beta","true_R0","pred_beta","pred_R0","n","prevalence","recov","incub","mae","rmse","smape","pearson_r","peak_day_true","peak_day_pred","peak_day_err","peak_size_true","peak_size_pred","rel_peak_err","total_true","total_pred","dieout_pred","err_beta_pct","err_R0_pct","time_sec","cpu_sec","n_evals","n_model_runs"
13583,"DE",TRUE,0.51025885,2.8817847,0.507822342833092,2.86802386055337,7736,0.20333506,0.1770635,9.284979,1.6771978021978,4.61699262281421,10.7771363816802,0.995605584371053,21,18,3,220,194,11.8181817644628,7152,7123.5,0,0.477503210748018,0.477510851921778,NA,NA,NA,NA
13583,"BiLSTM",TRUE,0.51025885,2.8817847,0.49298107624054,2.80539393424988,7736,0.20333506,0.1770635,9.284979,1.72252747252747,4.81526875540849,10.2826559067205,0.99533459354984,21,19,2,220,188,14.5454544793388,7152,7083,0,3.38607353870003,2.65081354765977,NA,NA,NA,NA
14326,"Oracle",TRUE,0.19056652,1.0114526,0.19056652,1.0114526,9716,0.14543022,0.18840878,9.918887,1.71703296703297,3.85110944482807,19.0245646380467,0.987778398815285,3,2,1,133,127,4.51127816156934,4516,4335,0,0,0,NA,NA,NA,NA
14326,"ABC",TRUE,0.19056652,1.0114526,0.170406780983861,0.904452441037309,9716,0.14543022,0.18840878,9.918887,2.4793956043956,5.38025235324658,24.2220619119039,0.981245711423032,3,2,1,133,128.5,3.383458621177,4516,3777.5,0,10.578790664925,10.5788499801366,NA,NA,NA,NA
14326,"ABC-SMC",TRUE,0.19056652,1.0114526,0.194042585864207,1.02990203463027,9716,0.14543022,0.18840878,9.918887,1.71840659340659,3.84298633305454,18.6826338015037,0.987740207318016,3,2,1,133,128.5,3.383458621177,4516,4434.5,0,1.82405997843022,1.82405150668999,NA,NA,NA,NA
14326,"NelderMead",TRUE,0.19056652,1.0114526,0.200251632838881,1.06285722373915,9716,0.14543022,0.18840878,9.918887,1.72802197802198,3.87528800773015,19.7838467269425,0.988147621482329,3,2,1,133,128.5,3.383458621177,4516,4607,0,5.08224740442706,5.08225228909661,NA,NA,NA,NA
14326,"DE",TRUE,0.19056652,1.0114526,0.194530144862387,1.03248980680405,9716,0.14543022,0.18840878,9.918887,1.71153846153846,3.87617405113925,19.1416588230849,0.987536160750415,3,2,1,133,128.5,3.383458621177,4516,4438,0,2.07990577953002,2.07989835658799,NA,NA,NA,NA
14326,"BiLSTM",TRUE,0.19056652,1.0114526,0.18961089849472,1.08597958087921,9716,0.14543022,0.18840878,9.918887,1.77197802197802,3.9491966076854,19.8344360841662,0.987197256489743,3,2,1,133,128.5,3.383458621177,4516,4311,0,0.50146084982348,7.36830447577739,NA,NA,NA,NA
15230,"Oracle",TRUE,0.3355025,1.8537585,0.3355025,1.8537585,7376,0.020065077,0.18098502,13.274375,2.42582417582418,3.85289244850933,38.5038358980853,0.978269792345505,70,85,15,63,54,14.2857140589569,5579,5504,0,0,0,NA,NA,NA,NA
15230,"ABC",TRUE,0.3355025,1.8537585,0.328391196717325,1.81446617359451,7376,0.020065077,0.18098502,13.274375,2.57005494505495,4.09276029266152,37.7045969656376,0.976675978597266,70,90,20,63,52,17.4603171831696,5579,5400.5,0,2.11959138508988,2.11960216012326,NA,NA,NA,NA
15230,"ABC-SMC",TRUE,0.3355025,1.8537585,0.333351092936322,1.84187118324114,7376,0.020065077,0.18098502,13.274375,2.44093406593407,3.91101220702729,36.9021605831349,0.977686073612442,70,88,18,63,54,14.2857140589569,5579,5486.5,0,0.641247278695454,0.641254529450018,NA,NA,NA,NA
15230,"NelderMead",TRUE,0.3355025,1.8537585,0.33361570340436,1.84333324053206,7376,0.020065077,0.18098502,13.274375,2.43269230769231,3.86916877804097,37.4494488036927,0.978185558697027,70,81,11,63,53,15.8730156210632,5579,5486.5,0,0.562377619202186,0.562384681936365,NA,NA,NA,NA
15230,"DE",TRUE,0.3355025,1.8537585,0.332538544931432,1.83738159617538,7376,0.020065077,0.18098502,13.274375,2.43131868131868,3.85271418527336,36.5475158788389,0.978435087454968,70,84,14,63,53,15.8730156210632,5579,5484,0,0.883434917539758,0.883442745653899,NA,NA,NA,NA
15230,"BiLSTM",TRUE,0.3355025,1.8537585,0.328031450510025,1.84366250038147,7376,0.020065077,0.18098502,13.274375,2.6043956043956,4.14006158047316,37.7482364987509,0.976112972580298,70,80,10,63,51,19.0476187452759,5579,5404,0,2.22681715391194,0.544622946964283,NA,NA,NA,NA
15684,"Oracle",TRUE,0.493963,2.6386976,0.493963,2.6386976,7843,0.21994135,0.18719953,16.628428,1.99587912087912,4.49518973673312,20.3490887971503,0.992991456754362,27,24,3,137,125,8.75912402365603,7244,7175.5,0,0,0,NA,NA,NA,NA
15684,"ABC",TRUE,0.493963,2.6386976,0.416013450165034,2.22229965088606,7843,0.21994135,0.18719953,16.628428,2.75137362637363,6.36876176141221,21.6332871159827,0.990857866838738,27,22,5,137,108,21.1678830571687,7244,6843.5,0,15.7804110896677,15.7804286216675,NA,NA,NA,NA
15684,"ABC-SMC",TRUE,0.493963,2.6386976,0.498989233846413,2.66554747144084,7843,0.21994135,0.18719953,16.628428,1.98076923076923,4.47628058907034,20.2891289232352,0.993038776682742,27,27,0,137,126,8.02919702168469,7244,7187,0,1.01753039622585,1.01754218692653,NA,NA,NA,NA
15684,"NelderMead",TRUE,0.493963,2.6386976,0.527871264009374,2.81983220796214,7843,0.21994135,0.18719953,16.628428,2.11813186813187,4.80941727296504,20.8943723507045,0.992365280586711,27,24,3,137,132,3.64963500985668,7244,7262,0,6.86452130304517,6.86454330032766,NA,NA,NA,NA
15684,"DE",TRUE,0.493963,2.6386976,0.530868665190491,2.83584400660883,7843,0.21994135,0.18719953,16.628428,2.13186813186813,4.89491213763484,20.8515790117566,0.992247572843448,27,24,3,137,133,2.91970800788534,7244,7277,0,7.47132689639145,7.47134995292112,NA,NA,NA,NA
15684,"BiLSTM",TRUE,0.493963,2.6386976,0.490965276956558,2.67263770103455,7843,0.21994135,0.18719953,16.628428,2.01510989010989,4.56478096678529,20.3427012800933,0.992785380788046,27,23,4,137,125,8.75912402365603,7244,7168.5,0,0.606870752411463,1.28624394747266,NA,NA,NA,NA
15755,"Oracle",TRUE,0.6070796,4.34827,0.6070796,4.34827,9746,0.044941515,0.13961406,4.893379,1.79395604395604,6.07349673889454,4.95605309052435,0.997217505998314,22,22,0,420,407,3.09523808786848,9489,9504,0,0,0,NA,NA,NA,NA
15755,"ABC",TRUE,0.6070796,4.34827,240.159345238983,1720.1659004758,9746,0.044941515,0.13961406,4.893379,16.043956043956,53.1270765592863,25.4023639160601,0.84762973413036,22,17,5,420,602,43.3333332301587,9489,9637,0,39459.7135271631,39459.7675829266,NA,NA,NA,NA
15755,"ABC-SMC",TRUE,0.6070796,4.34827,0.595911855995291,4.26827968469143,9746,0.044941515,0.13961406,4.893379,1.66346153846154,5.5131585849146,5.69246043391224,0.997640452026682,22,22,0,420,402,4.2857142755102,9489,9491.5,0,1.83958176306558,1.83958900695403,NA,NA,NA,NA
15755,"NelderMead",TRUE,0.6070796,4.34827,0.604839481515133,4.33222471658752,9746,0.044941515,0.13961406,4.893379,1.78846153846154,6.0170316876073,5.40899992092825,0.997247104279502,22,22,0,420,408,2.85714285034014,9489,9497,0,0.368998529168458,0.369003758332455,NA,NA,NA,NA
15755,"DE",TRUE,0.6070796,4.34827,0.589475749358389,4.22218041190399,9746,0.044941515,0.13961406,4.893379,1.67994505494505,5.45328563123409,5.16496045830233,0.997690837832887,22,23,1,420,397,5.47619046315193,9489,9471.5,0,2.89975509703507,2.89976379337926,NA,NA,NA,NA
15755,"BiLSTM",TRUE,0.6070796,4.34827,0.597095370292664,4.35365390777588,9746,0.044941515,0.13961406,4.893379,1.67307692307692,5.53572314781283,5.06448996230809,0.997622130908852,22,22,0,420,403.5,3.92857141921769,9489,9485,0,1.64463000585696,0.123817208630249,NA,NA,NA,NA
17436,"Oracle",TRUE,0.29372135,2.65825,0.29372135,2.65825,7017,0.16303264,0.11049425,7.573692,1.67857142857143,4.39702071962269,10.3570193412195,0.993951749327927,24,23,1,162,145,10.4938270957171,6401,6330,0,0,0,NA,NA,NA,NA
17436,"ABC",TRUE,0.29372135,2.65825,0.280776703607129,2.54109787257825,7017,0.16303264,0.11049425,7.573692,1.6771978021978,4.4503518813833,11.9071898089823,0.994176892148363,24,21,3,162,138,14.8148147233653,6401,6265.5,0,4.40710296403083,4.40711307629528,NA,NA,NA,NA
17436,"ABC-SMC",TRUE,0.29372135,2.65825,0.288382819898394,2.60993508620036,7017,0.16303264,0.11049425,7.573692,1.62912087912088,4.33266407906014,9.79979217778326,0.994212227762989,24,21,3,162,141,12.9629628829447,6401,6288,0,1.81754303055454,1.81754521298553,NA,NA,NA,NA
17436,"NelderMead",TRUE,0.29372135,2.65825,0.293159269259923,2.65316312170021,7017,0.16303264,0.11049425,7.573692,1.67994505494505,4.39225404597635,11.7147294016953,0.993963514694148,24,21,3,162,145,10.4938270957171,6401,6326.5,0,0.191364647626224,0.191361850321497,NA,NA,NA,NA
17436,"DE",TRUE,0.29372135,2.65825,0.283680684715426,2.56737961220087,7017,0.16303264,0.11049425,7.573692,1.65934065934066,4.42551294599449,11.3281636549024,0.994123616565885,24,23,1,162,140,13.5802468297516,6401,6266,0,3.41842058820991,3.41842767289958,NA,NA,NA,NA
17436,"BiLSTM",TRUE,0.29372135,2.65825,0.295605272054672,2.67130446434021,7017,0.16303264,0.11049425,7.573692,1.65521978021978,4.38254843318711,10.5398376351609,0.99399928842898,24,24,0,162,146,9.87654314891023,6401,6325.5,0,0.641395540609099,0.491092238475982,NA,NA,NA,NA
18294,"Oracle",TRUE,0.2833339,1.6020901,0.2833339,1.6020901,7433,0.097403474,0.17685266,8.477066,1.74450549450549,3.59754189583772,23.2339973683638,0.989867690837164,27,26,1,89,77,13.4831459159197,5145,5134,0,0,0,NA,NA,NA,NA
18294,"ABC",TRUE,0.2833339,1.6020901,0.27602020616307,1.56073539500661,7433,0.097403474,0.17685266,8.477066,1.74038461538462,3.72850985170828,22.1907324999339,0.98993449438329,27,2,25,89,75,15.7303369019063,5145,5015.5,0,2.58128943413961,2.58129547023824,NA,NA,NA,NA
18294,"ABC-SMC",TRUE,0.2833339,1.6020901,0.282423192689588,1.59694059840315,7433,0.097403474,0.17685266,8.477066,1.73351648351648,3.60973957235419,23.3186852017549,0.989863858058723,27,28,1,89,77,13.4831459159197,5145,5110,0,0.321424332269706,0.321423769026001,NA,NA,NA,NA
18294,"NelderMead",TRUE,0.2833339,1.6020901,0.276379982137804,1.56276972106501,7433,0.097403474,0.17685266,8.477066,1.77472527472527,3.73081171381726,22.6677470609837,0.989805314589899,27,2,25,89,75,15.7303369019063,5145,5029,0,2.45431038047061,2.45431604575982,NA,NA,NA,NA
18294,"DE",TRUE,0.2833339,1.6020901,0.276374996679504,1.56274153116783,7433,0.097403474,0.17685266,8.477066,1.75412087912088,3.70893263873602,22.4326135154652,0.98996815821128,27,2,25,89,75,15.7303369019063,5145,5020.5,0,2.45606994425891,2.45607561468695,NA,NA,NA,NA
18294,"BiLSTM",TRUE,0.2833339,1.6020901,0.282169729471207,1.55652248859406,7433,0.097403474,0.17685266,8.477066,1.73901098901099,3.57302162272824,23.2971513984753,0.990072857925813,27,27,0,89,77,13.4831459159197,5145,5116,0,0.410881444112025,2.84425844485029,NA,NA,NA,NA
