"sim_idx","generation","epsilon","next_epsilon","accept_rate","n_sims","ess"
17059,2,34.1558520326877,30.6869594760882,0.378787878787879,359,195.834675058297
17059,3,30.6869594760882,26.4770813904556,0.33112582781457,487,197.09323369732
17059,4,26.4770813904556,19.7407481054474,0.355239786856128,482,196.991119802628
17059,5,19.7407481054474,13.1285517958888,0.352112676056338,473,197.224774009355
17059,6,13.1285517958888,8.32419876360154,0.374531835205993,483,198.669613914297
17928,1,NA,28.7665132137344,1,200,200
17928,2,28.7665132137344,26.5039132174062,0.294985250737463,440,196.783210166897
17928,3,26.5039132174062,22.3262279572588,0.396825396825397,421,197.373344067625
17928,4,22.3262279572588,17.6891615164002,0.389863547758285,447,196.347544697161
17928,5,17.6891615164002,12.7700904474129,0.41407867494824,413,194.921773764407
17928,6,12.7700904474129,8.73439608048406,0.375234521575985,479,199.012150841367
7085,1,NA,125.355209494177,1,200,200
7085,2,125.355209494177,119.487193657286,0.383877159309021,373,194.87928511269
7085,3,119.487193657286,113.073802291632,0.405679513184584,421,197.301848954612
7085,4,113.073802291632,103.336595115306,0.417536534446764,397,195.425877051652
7085,5,103.336595115306,91.8529162046564,0.373134328358209,445,195.752079700547
7085,6,91.8529162046564,75.0464496662331,0.420168067226891,413,195.693616526714
14753,1,NA,100.550160619536,1,200,200
14753,2,100.550160619536,96.1369778272681,0.316455696202532,402,196.911861582784
14753,3,96.1369778272681,87.9104878448864,0.371747211895911,441,196.659805682762
14753,4,87.9104878448864,76.1932270000578,0.366300366300366,453,196.696167473798
