"sim_idx","method","converged","calibrated","n","prevalence","incub","true_beta","pred_beta","err_beta_pct","true_R0","pred_R0","err_R0_pct","mae","rmse","smape","pearson_r","peak_day_true","peak_day_pred","peak_day_err","peak_size_true","peak_size_pred","rel_peak_err","dieout_pred","time_sec","cpu_sec","n_evals","n_model_runs"
11433,"NelderMead",TRUE,"beta",8208,0.17714424,16.224806,0.35702324,10.0005,2701.07815194025,3.90638674540934,109.420945951491,2701.07815881436,18.7980769230769,50.6555446451492,60.0873380266426,0.656128553350334,28,8,20,164,396,141.463413771565,0,NA,NA,NA,400
11433,"DE",TRUE,"beta",8208,0.17714424,16.224806,0.35702324,0.384355029234318,7.65546499375317,3.90638674540934,4.20543881606239,7.65546501323592,2.28983516483516,5.13104374275935,19.8563278333847,0.992890042260935,28,29,1,164,149,9.14634140764426,0,NA,NA,NA,400
11433,"BiLSTM",TRUE,"beta",8208,0.17714424,16.224806,0.35702324,0.360279411077499,0.912033364656888,3.90638674540934,3.9420142959798,0.912033366977963,2.10989010989011,4.78421741392845,18.6366628883856,0.993496627639293,28,31,3,164,142,13.4146340645449,0,NA,NA,NA,400
11443,"ABC",TRUE,"beta",7398,0.117058665,4.7523165,0.12820458,0.138545742539576,8.06614120877317,1.44192678625234,1.55823463786578,8.06614126609535,2.0206043956044,4.08873082755759,29.4501847920395,0.987848741704297,2,2,0,143,143,0,0,NA,NA,NA,400
11443,"ABC-SMC",TRUE,"beta",7398,0.117058665,4.7523165,0.12820458,0.360379517441227,181.097224163329,1.44192678625234,4.05321619099097,181.0972254503,14.5947802197802,38.5180402289229,81.0073974740481,0.816038578149613,2,19,17,143,245,71.3286708298694,0,NA,NA,NA,400
11443,"NelderMead",TRUE,"beta",7398,0.117058665,4.7523165,0.12820458,10.0005,7700.42329454671,1.44192678625234,112.476393791209,7700.42334926989,24.3118131868132,99.519846576637,95.7868055149934,0.509792071299218,2,6,4,143,1001,599.999995804196,0,NA,NA,NA,400
11443,"DE",TRUE,"beta",7398,0.117058665,4.7523165,0.12820458,0.125434055515852,2.16101832129386,1.44192678625234,1.41076648397873,2.16101833665116,1.82692307692308,3.93211628280986,27.8736041134703,0.987924807868802,2,2,0,143,143,0,0,NA,NA,NA,400
11443,"BiLSTM",TRUE,"beta",7398,0.117058665,4.7523165,0.12820458,0.126498311758041,1.33089490925338,1.44192678625234,1.42273625590926,1.3308949187114,1.81043956043956,3.90283779539233,27.3401737323855,0.987675825259331,2,2,0,143,143,0,0,NA,NA,NA,400
11455,"ABC",TRUE,"beta",5724,0.2094689,9.888412,0.40023962,0.425373219990491,6.27963816468109,1.66683333349992,1.77150443591353,6.27963817660338,1.61263736263736,4.30164164931493,16.2881968578398,0.988775863572565,4,2,2,111,108.5,2.25225223196169,0,NA,NA,NA,400
11455,"ABC-SMC",TRUE,"beta",5724,0.2094689,9.888412,0.40023962,0.633988183523664,58.4021549240034,1.66683333349992,2.64029992168768,58.4021550348836,4.2239010989011,12.0110125750048,24.2582819640512,0.96970460538713,4,16,12,111,141,27.0270267835403,0,NA,NA,NA,400
11455,"NelderMead",TRUE,"beta",5724,0.2094689,9.888412,0.40023962,10.0005,2398.62819078574,1.66683333349992,41.6479676641356,2398.62819533969,12.3447802197802,43.1079736256518,48.8610719622757,0.761431570882725,4,7,3,111,415,273.873871406542,0,NA,NA,NA,400
11455,"DE",TRUE,"beta",5724,0.2094689,9.888412,0.40023962,0.368481752224137,7.93471363392657,1.66683333349992,1.53457488140142,7.93471364899113,1.60576923076923,4.07307899843258,15.9462765374856,0.989413682683451,4,2,2,111,108.5,2.25225223196169,0,NA,NA,NA,400
11455,"BiLSTM",TRUE,"beta",5724,0.2094689,9.888412,0.40023962,0.375220000743866,6.25116004098306,1.66683333349992,1.56263691394605,6.25116005285128,1.56043956043956,3.91934480956495,16.0191825602675,0.989709723236545,4,2,2,111,108.5,2.25225223196169,0,NA,NA,NA,400
