"dataset","win_len","method","beta","R0"
"Measles 1861 (EpiEstim)",48,"BiLSTM",0.217538341879845,1.74030673503876
"Measles 1861 (EpiEstim)",48,"ABC",5.63653625750258,45.0922900600206
"Measles 1861 (EpiEstim)",48,"ABC-SMC",2.39030215504151,19.122417240332
"Measles 1861 (EpiEstim)",48,"NelderMead",0.789076179345382,6.31260943476306
"Measles 1861 (EpiEstim)",48,"DE",1.16205076302341,9.29640610418728
