"sim_idx","window","informative"
4387,"late_015d",FALSE
4618,"late_015d",FALSE
15684,"late_015d",FALSE
14326,"late_015d",FALSE
10462,"late_015d",FALSE
8086,"late_015d",FALSE
13185,"late_015d",FALSE
3974,"late_015d",FALSE
7286,"late_015d",FALSE
