"day","window","regime","win_len","mean_mae","sd_mae"
1,"late_365d","late",365,0,0
2,"late_365d","late",365,0,0
3,"late_365d","late",365,0.111111111111111,0.333333333333333
4,"late_365d","late",365,0.333333333333333,1
5,"late_365d","late",365,0.111111111111111,0.333333333333333
6,"late_365d","late",365,3.77777777777778,5.9113826169894
7,"late_365d","late",365,4.77777777777778,6.75976659689108
8,"late_365d","late",365,5.55555555555556,8.41295297608264
9,"late_365d","late",365,5.11111111111111,6.73506578372558
10,"late_365d","late",365,7.88888888888889,9.1712109947984
11,"late_365d","late",365,7.55555555555556,8.53098926137982
12,"late_365d","late",365,5.77777777777778,5.69600249687835
13,"late_365d","late",365,7.44444444444444,9.2210507957487
14,"late_365d","late",365,9.66666666666667,12.3895116933639
15,"late_365d","late",365,5.88888888888889,8.52121535410948
16,"late_365d","late",365,4.77777777777778,5.86893895388634
17,"late_365d","late",365,10.7777777777778,9.12109886167475
18,"late_365d","late",365,8.66666666666667,7.76208734813001
19,"late_365d","late",365,7.66666666666667,6.68954408012983
20,"late_365d","late",365,10.7777777777778,15.0812613678182
21,"late_365d","late",365,5.22222222222222,6.39878460681749
22,"late_365d","late",365,8.77777777777778,9.05231707600018
23,"late_365d","late",365,13,12.1963109176505
24,"late_365d","late",365,9,9.5524865872714
25,"late_365d","late",365,10.6666666666667,10.1118742080783
26,"late_365d","late",365,5.55555555555556,7.1956777149743
27,"late_365d","late",365,9.33333333333333,11.4891252930761
28,"late_365d","late",365,7.33333333333333,7.39932429347437
29,"late_365d","late",365,12.4444444444444,16.6891514996353
30,"late_365d","late",365,14.2222222222222,12.4777579894965
31,"late_365d","late",365,8,5.65685424949238
32,"late_365d","late",365,7.66666666666667,7.76208734813001
33,"late_365d","late",365,9.88888888888889,7.73699625895677
34,"late_365d","late",365,7.77777777777778,5.28625050905123
35,"late_365d","late",365,12.8888888888889,12.7126358836833
36,"late_365d","late",365,8.88888888888889,7.5901983578238
37,"late_365d","late",365,10.3333333333333,9.09670269933013
38,"late_365d","late",365,9.33333333333333,7.34846922834953
39,"late_365d","late",365,10.7777777777778,12.6172280808601
