"sim_idx","window","informative"
4387,"late_365d",TRUE
4618,"late_365d",TRUE
15684,"late_365d",TRUE
14326,"late_365d",TRUE
10462,"late_365d",TRUE
8086,"late_365d",TRUE
13185,"late_365d",TRUE
3974,"late_365d",TRUE
7286,"late_365d",TRUE
