"sim_idx","window","informative"
4387,"mid_060d",TRUE
4618,"mid_060d",TRUE
15684,"mid_060d",TRUE
14326,"mid_060d",TRUE
10462,"mid_060d",FALSE
8086,"mid_060d",TRUE
13185,"mid_060d",FALSE
3974,"mid_060d",TRUE
7286,"mid_060d",TRUE
