"sim_idx","window","informative"
4387,"mid_365d",TRUE
4618,"mid_365d",TRUE
15684,"mid_365d",TRUE
14326,"mid_365d",TRUE
10462,"mid_365d",TRUE
8086,"mid_365d",TRUE
13185,"mid_365d",TRUE
3974,"mid_365d",TRUE
7286,"mid_365d",TRUE
