"sim_idx","window","informative"
4387,"mid_180d",TRUE
4618,"mid_180d",TRUE
15684,"mid_180d",TRUE
14326,"mid_180d",TRUE
10462,"mid_180d",TRUE
8086,"mid_180d",TRUE
13185,"mid_180d",TRUE
3974,"mid_180d",TRUE
7286,"mid_180d",TRUE
