"sim_idx","window","informative"
4387,"mid_030d",TRUE
4618,"mid_030d",TRUE
15684,"mid_030d",TRUE
14326,"mid_030d",TRUE
10462,"mid_030d",FALSE
8086,"mid_030d",TRUE
13185,"mid_030d",FALSE
3974,"mid_030d",TRUE
7286,"mid_030d",TRUE
