"sim_idx","window","informative"
4387,"late_180d",FALSE
4618,"late_180d",TRUE
15684,"late_180d",FALSE
14326,"late_180d",FALSE
10462,"late_180d",FALSE
8086,"late_180d",FALSE
13185,"late_180d",FALSE
3974,"late_180d",FALSE
7286,"late_180d",TRUE
