"sim_idx","window","informative"
4387,"mid_090d",TRUE
4618,"mid_090d",TRUE
15684,"mid_090d",TRUE
14326,"mid_090d",TRUE
10462,"mid_090d",FALSE
8086,"mid_090d",TRUE
13185,"mid_090d",TRUE
3974,"mid_090d",TRUE
7286,"mid_090d",TRUE
