"method","n_sims","mean_mae","median_mae","mean_smape","median_smape","mean_pearson_r","mean_peak_day_err","mean_rel_peak_err","mean_err_beta_pct","mean_err_R0_pct","n_dieout","mean_wall_sec","mean_model_runs"
"ABC",1998,3.25058093808094,2.73351648351648,22.960506649288,21.4054213633074,0.97761841427798,5.12962962962963,12.8420294748598,36.5749697228154,36.574969785478,0,91.30158475,1984.74575
"ABC-SMC",2000,6.01242925824176,4.22802197802198,34.9158354700515,24.9503610540984,0.94090996937421,8.399,32.2391428768181,55.2328419812116,55.2328422274374,0,107.525997,2422.90175
"NelderMead",2000,20.3749684065934,19.7197802197802,62.9424541330358,55.9814671655501,0.563205891328103,20.496,282.050923919095,2769.0928334311,2769.09284324015,0,0.692158,19
"DE",1999,2.0948221363429,1.78846153846154,19.3750321670352,16.7423793778228,0.983929564755496,4.64782391195598,12.9306550370846,12.1401094884564,12.1401095246554,0,77.82625475,1460.905
"BiLSTM",2000,1.94053708791209,1.87568681318681,19.048619979893,16.7681527394145,0.988202861947408,4.513,10.4179403891308,4.46377766995484,4.46377768434978,0,0.0198368601837099,0
