sim_idx,mean_time_sec,median_time_sec,n_windows
10650,0.032410761951101257,0.015865733032114804,19
2041,0.020349178359059517,0.011268796981312335,19
8668,0.020305807889120554,0.01122609298909083,19
1114,0.020332267841838888,0.011148013989441097,19
13902,0.02032802756998296,0.011251355987042189,19
11963,0.020342324259936026,0.011174354993272573,19
11072,0.02033643805924313,0.011219500040169805,19
3002,0.02033382205072006,0.011172101949341595,19
19771,0.02029987826857618,0.011214259022381157,19
8115,0.02029886116016362,0.011142353992909193,19
3525,0.020329387576662396,0.011252487020101398,19
7879,0.020322207640243794,0.01115063001634553,19
16441,0.020341501840831416,0.011147466953843832,19
16296,0.020312426152246956,0.011200165026821196,19
12566,0.020302634162362665,0.011130772007163614,19
5252,0.020265043471131082,0.011168305005412549,19
19393,0.020279218163953994,0.011157608998473734,19
16796,0.02030631857556536,0.011145188997033983,19
8094,0.020327464000346435,0.01121119997696951,19
322,0.020317222579921548,0.011099431023467332,19
9923,0.02033207822272456,0.011212889046873897,19
7459,0.020362274261730675,0.011204536014702171,19
19024,0.02029675473520336,0.011166944983415306,19
17553,0.020327424259831833,0.011183599999640137,19
9119,0.02029249141005015,0.011184127943124622,19
16421,0.020281979412845288,0.011191865021828562,19
16060,0.02031192620971093,0.011175333987921476,19
10120,0.020303559627408457,0.011277518991846591,19
19055,0.02042916989701457,0.01115466101327911,19
3649,0.020306578267512743,0.011118630005512387,19
3941,0.0203150306325896,0.01116113702300936,19
17880,0.020315030531492084,0.011171630001626909,19
16675,0.020287068315634604,0.011217340012080967,19
12630,0.02032414431634702,0.011143227049615234,19
11443,0.020286204532328014,0.01125445298384875,19
12157,0.020322042260024892,0.011149739031679928,19
13835,0.0203068519568708,0.011187634023372084,19
3434,0.02030460458052786,0.011207530973479152,19
18739,0.02032900032109434,0.011194793973118067,19
17407,0.02027717326142776,0.01113330596126616,19
15440,0.020307894780815235,0.011092846980318427,19
10406,0.02030750215788813,0.011108846985735,19
6517,0.020312183781674032,0.011110725987236947,19
971,0.020284720007207636,0.011135359003674239,19
16487,0.02033244115668104,0.011166137002874166,19
19730,0.02033807295006945,0.011218430008739233,19
13137,0.020302622539211848,0.011097143054939806,19
3669,0.020337378835967302,0.011153583007398993,19
15983,0.02029680452726193,0.011200441978871822,19
4058,0.020283421529089345,0.011213361052796245,19
14976,0.02031328009845885,0.01118465099716559,19
15698,0.020316262845881283,0.011197246029041708,19
13829,0.020316968475909608,0.011194274993613362,19
13419,0.020318392584541517,0.011195044033229351,19
960,0.020336395837244038,0.011204720009118319,19
17744,0.020342249689795273,0.011271823954302818,19
9864,0.020329851424321532,0.011258940969128162,19
11263,0.02032074569663229,0.011218992003705353,19
15782,0.020263026106955583,0.011091505002696067,19
17196,0.020285950474269492,0.011123111005872488,19
7554,0.020276137998352123,0.01116827898658812,19
10498,0.02029146416125035,0.01121468300698325,19
17059,0.020284852429636215,0.011130370025057346,19
17928,0.02030866194246827,0.011123812990263104,19
7085,0.020304894950976104,0.011145684984512627,19
14753,0.020348859056340235,0.011226130998693407,19
4519,0.020321275839753645,0.011172126978635788,19
3024,0.020277948685505084,0.011098597024101764,19
12121,0.020315988359997345,0.01119046297390014,19
18494,0.02029779921347079,0.011146311997435987,19
5483,0.020342357465874795,0.011229794996324927,19
1419,0.02033278216166716,0.01126574701629579,19
6209,0.020260427153277163,0.0111611969769001,19
10742,0.020336496472162634,0.011301730992272496,19
16143,0.02031438143029319,0.011238551989663392,19
17617,0.020294099317030294,0.011188548000063747,19
14568,0.0203092398924606,0.01114810403669253,19
980,0.020332269422636415,0.011178873013705015,19
2783,0.020333998321898673,0.011202704044990242,19
7713,0.020304566001102916,0.011202285997569561,19
11518,0.020308219729677626,0.011138464033138007,19
8600,0.020286147479629636,0.011166889045853168,19
11640,0.020304452483909892,0.011245150992181152,19
18830,0.020318920258432627,0.011197477986570448,19
12562,0.020271153578314147,0.011185228999238461,19
12751,0.02028152043318474,0.01106810400960967,19
6384,0.020281290053389966,0.01114518498070538,19
4807,0.020311239426710495,0.011159387999214232,19
6195,0.020328418802053324,0.011149946018122137,19
10648,0.020303466801507103,0.011150536010973155,19
7567,0.020328017120176043,0.011251416988670826,19
16397,0.0203053142575204,0.011144175950903445,19
17524,0.020289614478028135,0.011186353978700936,19
1346,0.020292020209844372,0.011140924005303532,19
13124,0.020291745849566434,0.011125908000394702,19
12673,0.020289374209058127,0.0111450600088574,19
15455,0.020353869259308436,0.011188520991709083,19
14001,0.020308445149566978,0.011162651004269719,19
18621,0.020286566106063362,0.011090445972513407,19
2119,0.020279853626178873,0.011196195031516254,19
15304,0.020313808725117462,0.01122315600514412,19
4309,0.020420078362803906,0.011140717018861324,19
4484,0.02046230747241919,0.011315349023789167,19
11013,0.020324878995061704,0.011127604986540973,19
4770,0.020336239797822935,0.0112426090054214,19
2712,0.02033220642356594,0.011224069981835783,19
12186,0.020343377417272056,0.011139147041831166,19
16615,0.02036910704765959,0.011200996988918632,19
10947,0.020299812579699057,0.01113066601101309,19
2545,0.020369206055827243,0.011290126014500856,19
12619,0.020329591468907893,0.01120033097686246,19
9851,0.02033119932074394,0.01119332603411749,19
4410,0.0202937359511117,0.011177151987794787,19
19647,0.0204296705319154,0.011224918998777866,19
12344,0.020424224635414583,0.011194786988198757,19
12407,0.020138186996949737,0.011026859981939197,19
9610,0.020123485377744624,0.011022802034858614,19
10718,0.02010496373374113,0.011034556955564767,19
7571,0.02017895510346678,0.010994359967298806,19
3570,0.020144794366052866,0.010980068997014314,19
8602,0.020121874155991367,0.010977637954056263,19
3559,0.020108260376697506,0.010969499999191612,19
4991,0.020143797418935912,0.01099631900433451,19
7439,0.020126153996802475,0.010957259975839406,19
9325,0.020114536522765104,0.010957413993310183,19
2300,0.020114403748027,0.01094527804525569,19
7666,0.02012537252525554,0.011032027017790824,19
5804,0.02019590442068875,0.011057337978854775,19
12022,0.020140703479563326,0.01100758498068899,19
15537,0.02010287436056196,0.010940739011857659,19
9757,0.020177510631344233,0.011029757966753095,19
12014,0.020128920318950947,0.010966101021040231,19
5211,0.020119289043482,0.010995279997587204,19
11548,0.020154670104506965,0.01108067500172183,19
12366,0.020126005904258865,0.010994204028975219,19
9270,0.020136858465297048,0.011022378981579095,19
3975,0.0201150359475593,0.01107251999201253,19
16090,0.020117388364221705,0.011067139043007046,19
17232,0.020135863160248846,0.010993197036441416,19
17443,0.020123758050000395,0.010998963960446417,19
13656,0.02014692341541185,0.011119491013232619,19
15645,0.020148972894898372,0.011097732989583164,19
2730,0.020117982741028658,0.01110317901475355,19
3298,0.020141627097281775,0.010904632974416018,19
8956,0.02020406842501344,0.010990448005031794,19
17410,0.02011920921320684,0.010883323033340275,19
15155,0.02017274094855805,0.011089355975855142,19
17276,0.020139157150161305,0.011026087973732501,19
6703,0.020107117153728676,0.010976661986205727,19
1968,0.020155889527431053,0.010969961993396282,19
4936,0.020138122833726044,0.011138928995933384,19
2112,0.020157670102841956,0.011117960966657847,19
878,0.020178368263020132,0.011023233993910253,19
19075,0.020133490573100158,0.010993910022079945,19
12989,0.020146650574660224,0.011029945977497846,19
7277,0.02017157615199195,0.011013251030817628,19
5709,0.02014017063131752,0.011164752999320626,19
12078,0.02016682557357279,0.011071605957113206,19
6687,0.020147831675498502,0.011046503961551934,19
6418,0.020186885309062506,0.011030071997083724,19
10431,0.020091384793264104,0.010939528001472354,19
9982,0.02011536973173191,0.010985053959302604,19
19073,0.020157114691468643,0.011043097008951008,19
4629,0.020184946730487832,0.011053390975575894,19
8862,0.020110858683964533,0.010979064041748643,19
4667,0.02016170010718174,0.011004042986314744,19
14163,0.020119828530464713,0.010876655986066908,19
385,0.020175416736348876,0.011006303015165031,19
4186,0.020134221002655595,0.01100295502692461,19
5345,0.02011550500633587,0.011039015953429043,19
2195,0.020150812263110357,0.011050499975681305,19
14990,0.02014469462875767,0.010937817976810038,19
12634,0.0201512089391288,0.011036353011149913,19
1077,0.0201557560082476,0.01105191296664998,19
6286,0.020151693576113565,0.010987770976498723,19
5933,0.020169454571594924,0.010985967004671693,19
18512,0.02127436000706726,0.011897214979398996,19
19717,0.020195072850727133,0.011102755030151457,19
13363,0.020147049416616363,0.011034826980903745,19
8072,0.02011666890221501,0.010979950020555407,19
17020,0.020122945265795448,0.0110095189884305,19
