"sim_idx","window","informative"
4387,"early_365d",TRUE
4618,"early_365d",TRUE
15684,"early_365d",TRUE
14326,"early_365d",TRUE
10462,"early_365d",TRUE
8086,"early_365d",TRUE
13185,"early_365d",TRUE
3974,"early_365d",TRUE
7286,"early_365d",TRUE
