"day","window","regime","win_len","mean_mae","sd_mae"
1,"mid_015d","mid",15,0,0
2,"mid_015d","mid",15,0,0
3,"mid_015d","mid",15,0.777777777777778,1.092906420717
4,"mid_015d","mid",15,3.88888888888889,4.01386485959743
5,"mid_015d","mid",15,5.88888888888889,7.88106027835793
6,"mid_015d","mid",15,9.77777777777778,10.4016558510866
7,"mid_015d","mid",15,8.77777777777778,8.15134617375832
8,"mid_015d","mid",15,13.5555555555556,19.436506316151
9,"mid_015d","mid",15,24.4444444444444,18.1804229262627
10,"mid_015d","mid",15,23.2222222222222,24.2424100378746
11,"mid_015d","mid",15,20.6666666666667,21.540659228538
12,"mid_015d","mid",15,16,13.838352503098
13,"mid_015d","mid",15,27.3333333333333,24.8243831746128
14,"mid_015d","mid",15,31.3333333333333,39.3128477727066
15,"mid_015d","mid",15,30.3333333333333,31.855140872393
16,"mid_015d","mid",15,31.5555555555556,28.062925324666
17,"mid_015d","mid",15,34.6666666666667,33.5
18,"mid_015d","mid",15,42.3333333333333,36.2904946232481
19,"mid_015d","mid",15,32,35.6580986593509
20,"mid_015d","mid",15,45,32.9355431107489
21,"mid_015d","mid",15,43.7777777777778,34.046944715267
22,"mid_015d","mid",15,43.5555555555556,35.1073749770298
23,"mid_015d","mid",15,44.5555555555556,37.8024837514386
24,"mid_015d","mid",15,43,41.0182886039874
25,"mid_015d","mid",15,39.8888888888889,31.1746870250707
26,"mid_015d","mid",15,42.8888888888889,34.3963822387052
27,"mid_015d","mid",15,44.7777777777778,39.4391232717519
28,"mid_015d","mid",15,45.1111111111111,39.7977525886967
29,"mid_015d","mid",15,50.4444444444444,41.0338613559311
30,"mid_015d","mid",15,42.5555555555556,39.1762399647768
31,"mid_015d","mid",15,50,37.5532954612508
32,"mid_015d","mid",15,42.7777777777778,33.851801199411
33,"mid_015d","mid",15,52.4444444444444,36.145923390858
34,"mid_015d","mid",15,39.8888888888889,31.5017636190597
35,"mid_015d","mid",15,42.8888888888889,29.2551040181215
36,"mid_015d","mid",15,41.7777777777778,33.592327166251
37,"mid_015d","mid",15,48.5555555555556,30.0919885979272
38,"mid_015d","mid",15,36.8888888888889,41.2172428858495
39,"mid_015d","mid",15,38.8888888888889,35.2294069083076
40,"mid_015d","mid",15,42.4444444444444,36.2564170565402
41,"mid_015d","mid",15,39,34.6554469023269
42,"mid_015d","mid",15,34.4444444444444,32.2688360152296
43,"mid_015d","mid",15,38.8888888888889,35.0943173620903
44,"mid_015d","mid",15,29.2222222222222,28.7522945944223
45,"mid_015d","mid",15,37.3333333333333,43.1595875791231
46,"mid_015d","mid",15,33.8888888888889,34.7542962971646
47,"mid_015d","mid",15,34.7777777777778,34.5824297070701
48,"mid_015d","mid",15,37.1111111111111,33.9169737905832
49,"mid_015d","mid",15,34.3333333333333,39.6579121992069
50,"mid_015d","mid",15,27.6666666666667,29.5338788512447
51,"mid_015d","mid",15,34.1111111111111,40.3405640901452
52,"mid_015d","mid",15,29.2222222222222,27.6485884711036
53,"mid_015d","mid",15,26.8888888888889,38.7118988311231
54,"mid_015d","mid",15,32.2222222222222,41.8054355849146
55,"mid_015d","mid",15,26.5555555555556,35.125172992852
56,"mid_015d","mid",15,28,21.5
57,"mid_015d","mid",15,25.7777777777778,30.3964544716065
58,"mid_015d","mid",15,25.5555555555556,33.1176354496781
59,"mid_015d","mid",15,25.2222222222222,30.4662837320938
60,"mid_015d","mid",15,23.5555555555556,31.4169982299038
61,"mid_015d","mid",15,21.3333333333333,28.2798514847585
62,"mid_015d","mid",15,18.1111111111111,14.1901765708222
63,"mid_015d","mid",15,21.8888888888889,27.9707188164893
64,"mid_015d","mid",15,18.8888888888889,24.8467525264593
65,"mid_015d","mid",15,15.8888888888889,13.1571695706604
66,"mid_015d","mid",15,15.4444444444444,19.9506335182063
67,"mid_015d","mid",15,18.3333333333333,15.8745078663875
68,"mid_015d","mid",15,18.1111111111111,17.3164982346637
69,"mid_015d","mid",15,12.5555555555556,10.9328760066955
70,"mid_015d","mid",15,19.6666666666667,17.1901134376711
71,"mid_015d","mid",15,15.5555555555556,16.9640141999993
72,"mid_015d","mid",15,14.7777777777778,13.782033392952
73,"mid_015d","mid",15,8.33333333333333,10.2102889283311
74,"mid_015d","mid",15,11.6666666666667,13.7749773139559
75,"mid_015d","mid",15,10.2222222222222,13.9532951106341
76,"mid_015d","mid",15,11.1111111111111,12.8884099527875
77,"mid_015d","mid",15,12.8888888888889,11.8368539363765
78,"mid_015d","mid",15,10.3333333333333,15.2069063257455
79,"mid_015d","mid",15,17.3333333333333,12.5797456254091
80,"mid_015d","mid",15,13.1111111111111,12.8884099527875
81,"mid_015d","mid",15,11.5555555555556,11.0692266115469
82,"mid_015d","mid",15,14.7777777777778,13.6727628679958
83,"mid_015d","mid",15,9.44444444444444,12.1255011351192
84,"mid_015d","mid",15,15.8888888888889,17.2369112984639
85,"mid_015d","mid",15,16.2222222222222,16.8358083988992
86,"mid_015d","mid",15,12.8888888888889,16.8926348184974
87,"mid_015d","mid",15,14.4444444444444,17.3717522943938
88,"mid_015d","mid",15,15.3333333333333,16.8002976164114
89,"mid_015d","mid",15,16.3333333333333,17.4857084500457
90,"mid_015d","mid",15,15.4444444444444,19.7491209368361
91,"mid_015d","mid",15,15.6666666666667,22.4165117714599
92,"mid_015d","mid",15,12.3333333333333,17.0220445305492
93,"mid_015d","mid",15,14.1111111111111,16.0736153715059
94,"mid_015d","mid",15,17.7777777777778,21.6088973444839
95,"mid_015d","mid",15,14.2222222222222,17.9915103436161
96,"mid_015d","mid",15,15.1111111111111,21.2629045784227
97,"mid_015d","mid",15,15,19.2613602842582
98,"mid_015d","mid",15,14.1111111111111,17.8706774105267
99,"mid_015d","mid",15,16.8888888888889,22.3240030261401
100,"mid_015d","mid",15,17.6666666666667,23.5478236786332
101,"mid_015d","mid",15,13.6666666666667,17.4857084500457
102,"mid_015d","mid",15,16.6666666666667,21.1305466091154
103,"mid_015d","mid",15,15,20.0499376557634
104,"mid_015d","mid",15,16.2222222222222,23.9101326730833
105,"mid_015d","mid",15,13.6666666666667,17.8535710713571
106,"mid_015d","mid",15,16,23.4360832905159
107,"mid_015d","mid",15,15.8888888888889,20.5514260116205
108,"mid_015d","mid",15,15,21.5464614264152
109,"mid_015d","mid",15,16.4444444444444,24.6683557980214
110,"mid_015d","mid",15,13.6666666666667,19.9937490231322
111,"mid_015d","mid",15,7.88888888888889,13.0426650310092
112,"mid_015d","mid",15,11.4444444444444,16.5386752122949
113,"mid_015d","mid",15,12.4444444444444,16.2950230984119
114,"mid_015d","mid",15,14.3333333333333,20.3469899493758
115,"mid_015d","mid",15,10.5555555555556,16.3026923475166
116,"mid_015d","mid",15,14.1111111111111,21.7798326694929
117,"mid_015d","mid",15,5.22222222222222,9.40449065311059
118,"mid_015d","mid",15,12.7777777777778,19.8102106108048
119,"mid_015d","mid",15,7.11111111111111,14.3391461081583
120,"mid_015d","mid",15,7.77777777777778,12.1323717567689
121,"mid_015d","mid",15,7.88888888888889,11.3075687533223
122,"mid_015d","mid",15,9.55555555555556,12.6502086060973
123,"mid_015d","mid",15,9.33333333333333,15.5402702679201
124,"mid_015d","mid",15,7.22222222222222,10.3896315836725
125,"mid_015d","mid",15,7.33333333333333,11.629703349613
126,"mid_015d","mid",15,8.44444444444444,15.8753827600401
127,"mid_015d","mid",15,6.44444444444444,11.9280248900553
128,"mid_015d","mid",15,7,9.65660395791398
129,"mid_015d","mid",15,6.77777777777778,13.4050156450653
130,"mid_015d","mid",15,7,11.146748404804
131,"mid_015d","mid",15,3.66666666666667,8.42614977317636
132,"mid_015d","mid",15,6.77777777777778,15.1226467407146
133,"mid_015d","mid",15,5.44444444444444,10.8410229119663
134,"mid_015d","mid",15,4.77777777777778,8.13599683163928
135,"mid_015d","mid",15,6.55555555555556,11.6201453423689
136,"mid_015d","mid",15,3.88888888888889,8.10006858681524
137,"mid_015d","mid",15,5.66666666666667,9.48683298050514
138,"mid_015d","mid",15,4.88888888888889,10.9595214818491
139,"mid_015d","mid",15,5.44444444444444,9.30203084158388
140,"mid_015d","mid",15,5.88888888888889,8.92250587621612
141,"mid_015d","mid",15,4.66666666666667,7.77817459305202
142,"mid_015d","mid",15,6.44444444444444,10.9671225842414
143,"mid_015d","mid",15,4.88888888888889,7.63944442424389
144,"mid_015d","mid",15,4,8.30662386291807
145,"mid_015d","mid",15,4.11111111111111,5.92546294487706
146,"mid_015d","mid",15,5.55555555555556,9.05691877946235
147,"mid_015d","mid",15,5.88888888888889,9.50584615439947
148,"mid_015d","mid",15,3.66666666666667,6.51920240520265
149,"mid_015d","mid",15,4.55555555555556,6.1869037310902
150,"mid_015d","mid",15,4.22222222222222,6.77823313588758
151,"mid_015d","mid",15,4.44444444444444,7.98609903380729
152,"mid_015d","mid",15,5.77777777777778,8.95513508800646
153,"mid_015d","mid",15,7.22222222222222,12.6962374128891
154,"mid_015d","mid",15,4,6.83739716558867
155,"mid_015d","mid",15,6.11111111111111,9.79086876181634
156,"mid_015d","mid",15,5,8.42614977317636
157,"mid_015d","mid",15,3.55555555555556,6.00231436845637
158,"mid_015d","mid",15,3.66666666666667,6.18465843842649
159,"mid_015d","mid",15,5.11111111111111,9.6752835158
160,"mid_015d","mid",15,5,8.88819441731559
161,"mid_015d","mid",15,4.22222222222222,7.9021797274198
162,"mid_015d","mid",15,2.66666666666667,5.8309518948453
163,"mid_015d","mid",15,2.77777777777778,4.73755680118397
164,"mid_015d","mid",15,4.22222222222222,6.64789022505971
165,"mid_015d","mid",15,3.66666666666667,6.16441400296898
166,"mid_015d","mid",15,3.33333333333333,5.54526825320471
167,"mid_015d","mid",15,5.55555555555556,10.9671225842414
168,"mid_015d","mid",15,4,7.81024967590665
169,"mid_015d","mid",15,4.22222222222222,7.69379259172253
170,"mid_015d","mid",15,4.44444444444444,7.33333333333333
171,"mid_015d","mid",15,3.11111111111111,5.94652092497042
172,"mid_015d","mid",15,4.66666666666667,7.68114574786861
173,"mid_015d","mid",15,3.44444444444444,6.02310366653088
174,"mid_015d","mid",15,5.33333333333333,11.5866302262565
175,"mid_015d","mid",15,3.11111111111111,5.79750904364203
176,"mid_015d","mid",15,3,5.93717104351896
177,"mid_015d","mid",15,3.55555555555556,6.04382145482291
178,"mid_015d","mid",15,2.44444444444444,4.90181372328425
179,"mid_015d","mid",15,2.66666666666667,4.79583152331272
180,"mid_015d","mid",15,3.66666666666667,7.28010988928052
181,"mid_015d","mid",15,3.33333333333333,6.91013748054263
182,"mid_015d","mid",15,2.77777777777778,5.09356892997871
183,"mid_015d","mid",15,3.66666666666667,7.46659226153404
184,"mid_015d","mid",15,2.66666666666667,4.9749371855331
185,"mid_015d","mid",15,3.44444444444444,6.32675096536744
186,"mid_015d","mid",15,2.22222222222222,4.96935050529186
187,"mid_015d","mid",15,4.22222222222222,7.91798234681313
188,"mid_015d","mid",15,2.88888888888889,5.98841474107389
189,"mid_015d","mid",15,4.33333333333333,9.97496867163
190,"mid_015d","mid",15,2,3.16227766016838
191,"mid_015d","mid",15,3.22222222222222,5.65194165260439
192,"mid_015d","mid",15,2.77777777777778,5.80469158908933
193,"mid_015d","mid",15,2.66666666666667,7.28010988928052
194,"mid_015d","mid",15,3.33333333333333,7.81024967590665
195,"mid_015d","mid",15,3.11111111111111,8.22259758902934
196,"mid_015d","mid",15,2,4.24264068711928
197,"mid_015d","mid",15,2.11111111111111,4.371625682868
198,"mid_015d","mid",15,2.55555555555556,6.57858478533018
199,"mid_015d","mid",15,2.66666666666667,5.9791303715507
200,"mid_015d","mid",15,1.66666666666667,3.57071421427143
201,"mid_015d","mid",15,2.11111111111111,4.04488703317053
202,"mid_015d","mid",15,1.55555555555556,2.55495161945932
203,"mid_015d","mid",15,2.77777777777778,6.15990620419211
204,"mid_015d","mid",15,1.77777777777778,3.59783885748715
205,"mid_015d","mid",15,2.33333333333333,5.24404424085076
206,"mid_015d","mid",15,2,4.21307488658818
207,"mid_015d","mid",15,2.22222222222222,5.93249057685256
208,"mid_015d","mid",15,0.666666666666667,1.3228756555323
209,"mid_015d","mid",15,2.22222222222222,5.62978191801818
210,"mid_015d","mid",15,2,4.89897948556636
211,"mid_015d","mid",15,2.88888888888889,7.28773703635848
212,"mid_015d","mid",15,2.11111111111111,5.01109879279097
213,"mid_015d","mid",15,1.44444444444444,3.2829526005987
214,"mid_015d","mid",15,2.11111111111111,5.30199124019562
215,"mid_015d","mid",15,2.44444444444444,5.98145281497545
216,"mid_015d","mid",15,1.88888888888889,4.28498671072748
