"sim_idx","window","informative"
4387,"mid_015d",TRUE
4618,"mid_015d",TRUE
15684,"mid_015d",FALSE
14326,"mid_015d",TRUE
10462,"mid_015d",FALSE
8086,"mid_015d",FALSE
13185,"mid_015d",FALSE
3974,"mid_015d",FALSE
7286,"mid_015d",TRUE
