"sim_idx","window","informative"
4387,"early_060d",TRUE
4618,"early_060d",TRUE
15684,"early_060d",TRUE
14326,"early_060d",TRUE
10462,"early_060d",TRUE
8086,"early_060d",TRUE
13185,"early_060d",TRUE
3974,"early_060d",TRUE
7286,"early_060d",TRUE
