"sim_idx","window","informative"
4387,"early_090d",TRUE
4618,"early_090d",TRUE
15684,"early_090d",TRUE
14326,"early_090d",TRUE
10462,"early_090d",TRUE
8086,"early_090d",TRUE
13185,"early_090d",TRUE
3974,"early_090d",TRUE
7286,"early_090d",TRUE
