"sim_idx","window","informative"
4387,"early_030d",TRUE
4618,"early_030d",TRUE
15684,"early_030d",TRUE
14326,"early_030d",TRUE
10462,"early_030d",TRUE
8086,"early_030d",TRUE
13185,"early_030d",TRUE
3974,"early_030d",TRUE
7286,"early_030d",TRUE
