"sim_idx","window","informative"
4387,"late_060d",FALSE
4618,"late_060d",FALSE
15684,"late_060d",FALSE
14326,"late_060d",FALSE
10462,"late_060d",FALSE
8086,"late_060d",FALSE
13185,"late_060d",FALSE
3974,"late_060d",FALSE
7286,"late_060d",FALSE
